year_month,mean_price,tx_count,item_id,asset_type,score_ch1,score_ch2,score_ch3,score_ch4,score_ch5,price_direction,price_vs_ma3,price_chg_lag1,price_chg_lag2,price_chg_lag3
2022-04,247.1,1,sneakers_panda,sneakers,47.5,0.0,0.0,-1.419,0.023285,0,0.939388947321734,-0.026398193999417452,-0.09218920437642542,
2022-05,237.31,2,sneakers_panda,sneakers,44.6,0.0,0.0,-0.3644,0.013165,0,0.9469672785315244,-0.07588167096750065,-0.026398193999417452,-0.09218920437642542
2022-06,209.78,2,sneakers_panda,sneakers,44.2,0.0,0.0,-0.9079,0.005259,0,0.9065817715611,-0.03961958721165515,-0.07588167096750065,-0.026398193999417452
2022-07,218.84,1,sneakers_panda,sneakers,59.0,0.5,0.005487,-1.1869,-0.026863,1,0.9858693856711667,-0.11600859635076488,-0.03961958721165515,-0.07588167096750065
2022-08,212.31,2,sneakers_panda,sneakers,71.8,0.0,0.0,-0.2241,0.027866,0,0.9937590688530729,0.04318810182095523,-0.11600859635076488,-0.03961958721165515
2022-09,194.93,1,sneakers_panda,sneakers,66.5,0.0,0.0,-1.7186,0.013087,0,0.9340499616662407,-0.029839151891793092,0.04318810182095523,-0.11600859635076488
2022-10,188.05,2,sneakers_panda,sneakers,65.2,0.0,0.0,-2.6149,-0.012755,0,0.9476893614876785,-0.08186142904243787,-0.029839151891793092,0.04318810182095523
2022-11,185.51,1,sneakers_panda,sneakers,77.5,0.0,0.0,0.3765,0.029491,0,0.9789618111136519,-0.03529472118196275,-0.08186142904243787,-0.029839151891793092
2022-12,200.36,2,sneakers_panda,sneakers,91.8,1.0,-0.002488,-0.2043,-0.018194,1,1.0473236688040146,-0.013507045998404799,-0.03529472118196275,-0.08186142904243787
2023-01,181.52,2,sneakers_panda,sneakers,81.8,0.0,0.0,-0.7992,-0.015747,0,0.9597631258922433,0.08004959301385384,-0.013507045998404799,-0.03529472118196275
2023-02,160.87,1,sneakers_panda,sneakers,76.2,0.0,0.0,-0.9919,0.015895,0,0.8891939198526025,-0.0940307446596127,0.08004959301385384,-0.013507045998404799
2023-03,155.07,2,sneakers_panda,sneakers,79.8,0.0,0.0,0.3193,0.023841,0,0.9351706669883004,-0.11376156897311596,-0.0940307446596127,0.08004959301385384
2023-04,144.93,1,sneakers_panda,sneakers,80.8,0.0,0.0,-1.4135,0.027435,0,0.9434113741402131,-0.03605395661092814,-0.11376156897311596,-0.0940307446596127
2023-05,142.39,2,sneakers_panda,sneakers,70.8,0.0,0.0,0.0499,0.058829,0,0.9655959673591173,-0.06538982395047388,-0.03605395661092814,-0.11376156897311596
2023-06,141.3,1,sneakers_panda,sneakers,65.0,0.0,0.0,-1.3461,-0.008213,0,0.9889879147030004,-0.01752570206306503,-0.06538982395047388,-0.03605395661092814
2023-07,140.94,2,sneakers_panda,sneakers,74.0,0.0,0.0,-0.3432,0.012587,0,0.9957374655582508,-0.007655031954491021,-0.01752570206306503,-0.06538982395047388
2023-08,134.42,2,sneakers_panda,sneakers,75.5,0.0,0.0,-0.1281,0.020204,0,0.9678394854317669,-0.002547770700637053,-0.007655031954491021,-0.01752570206306503
2023-09,128.26,1,sneakers_panda,sneakers,63.8,0.0,0.0,0.014,0.00741,0,0.953322431990486,-0.046260820207180475,-0.002547770700637053,-0.007655031954491021
2023-10,122.47,2,sneakers_panda,sneakers,56.2,0.0,0.0,-0.0688,0.048111,0,0.9539400233675192,-0.04582651391162029,-0.046260820207180475,-0.002547770700637053
2023-11,120.29,1,sneakers_panda,sneakers,63.8,0.0,0.0,1.8554,-0.00049,0,0.9726429842057033,-0.04514267893341639,-0.04582651391162029,-0.046260820207180475
2023-12,122.1,2,sneakers_panda,sneakers,63.4,0.0,0.0,-0.2419,0.031018,1,1.0039467192895903,-0.01780027761900871,-0.04514267893341639,-0.04582651391162029
2024-01,111.59,1,sneakers_panda,sneakers,38.0,0.0,0.0,1.2236,-0.006457,0,0.9457313972540822,0.015046969822927858,-0.01780027761900871,-0.04514267893341639
2024-02,105.44,2,sneakers_panda,sneakers,33.8,0.0,0.0,1.1606,0.00861,0,0.932739657358535,-0.086076986076986,0.015046969822927858,-0.01780027761900871
2024-03,101.45,1,sneakers_panda,sneakers,34.0,0.833333,0.000219,-0.1977,0.004142,0,0.9556330067822154,-0.05511246527466629,-0.086076986076986,0.015046969822927858
2024-04,97.47,2,sneakers_panda,sneakers,29.2,0.0,0.0,1.1512,0.016417,0,0.9607372847943225,-0.037841426403641854,-0.05511246527466629,-0.086076986076986
2024-05,96.02,2,sneakers_panda,sneakers,24.5,0.0,0.0,0.3164,0.028692,0,0.9766732216722045,-0.03923114834894037,-0.037841426403641854,-0.05511246527466629
2024-06,89.86,1,sneakers_panda,sneakers,22.2,0.0,0.0,1.1682,-0.014122,0,0.9514028586553732,-0.014876372217092482,-0.03923114834894037,-0.037841426403641854
2024-07,92.75,2,sneakers_panda,sneakers,21.5,0.0,0.0,1.2299,0.020808,1,0.9986361841869146,-0.06415330139554254,-0.014876372217092482,-0.03923114834894037
2024-08,93.48,1,sneakers_panda,sneakers,22.8,0.0,0.0,0.5709,-0.018855,1,1.0157557318265782,0.03216113955041178,-0.06415330139554254,-0.014876372217092482
2024-09,89.13,2,sneakers_panda,sneakers,19.2,0.0,0.0,0.9327,-0.03409,0,0.9710560720511329,0.007870619946091617,0.03216113955041178,-0.06415330139554254
2024-10,83.33,1,sneakers_panda,sneakers,16.8,0.0,0.0,-0.2968,0.023467,0,0.940024065578702,-0.04653401797175871,0.007870619946091617,0.03216113955041178
2024-11,80.44,2,sneakers_panda,sneakers,21.2,0.0,0.0,1.2888,-5e-06,0,0.9542111506524318,-0.0650734881633569,-0.04653401797175871,0.007870619946091617
2024-12,75.72,2,sneakers_panda,sneakers,22.0,0.0,0.0,0.4247,-0.032352,0,0.9485155956407366,-0.03468138725549019,-0.0650734881633569,-0.04653401797175871
2025-01,75.36,1,sneakers_panda,sneakers,15.0,0.0,0.0,0.3286,-0.005911,0,0.9765031098825155,-0.05867727498756836,-0.03468138725549019,-0.0650734881633569
2025-02,78.62,2,sneakers_panda,sneakers,13.5,0.0,0.0,0.7098,0.012602,1,1.0268175881584676,-0.004754358161648153,-0.05867727498756836,-0.03468138725549019
2025-03,81.16,1,sneakers_panda,sneakers,14.4,0.0,0.0,1.4807,0.031074,1,1.035468231691758,0.043259023354564885,-0.004754358161648153,-0.05867727498756836
2025-04,60.5,2,sneakers_panda,sneakers,13.8,0.0,0.0,0.8941,0.024086,0,0.823951334664972,0.03230730094123624,0.043259023354564885,-0.004754358161648153
2025-05,63.04,1,sneakers_panda,sneakers,13.0,0.0,0.0,1.0245,-0.013373,1,0.9238886174890083,-0.2545588960078856,0.03230730094123624,0.043259023354564885
2025-06,63.77,2,sneakers_panda,sneakers,11.8,0.0,0.0,0.5338,0.003719,1,1.0213549730393465,0.04198347107438005,-0.2545588960078856,0.03230730094123624
2025-07,68.84,2,sneakers_panda,sneakers,13.5,0.0,0.0,0.6653,-0.013251,1,1.0555583950932788,0.011579949238578635,0.04198347107438005,-0.2545588960078856
2025-08,70.29,1,sneakers_panda,sneakers,16.8,0.0,0.0,0.4792,0.028302,1,1.0392804337111878,0.07950446918613774,0.011579949238578635,0.04198347107438005
2025-09,70.65,2,sneakers_panda,sneakers,12.0,0.0,0.0,0.4778,0.02438,1,1.010344170082944,0.021063335270191885,0.07950446918613774,0.011579949238578635
2025-10,71.01,1,sneakers_panda,sneakers,11.2,0.0,0.0,-0.3858,-0.038506,1,1.0050955414012739,0.005121638924455718,0.021063335270191885,0.07950446918613774
2025-11,73.19,2,sneakers_panda,sneakers,13.6,0.0,0.0,-1.797,0.005459,1,1.0219688154526412,0.005095541401273884,0.005121638924455718,0.021063335270191885
2025-12,73.91,1,sneakers_panda,sneakers,12.8,0.0,0.0,1.0636,0.058281,1,1.0165971298885883,0.030699901422334808,0.005095541401273884,0.005121638924455718
2022-01,474.64,1,sneakers_yeezy,sneakers,22.2,0.0,0.0,0.2684,0.046226,0,1.0,,,
2022-02,466.67,1,sneakers_yeezy,sneakers,23.5,0.0,0.0,0.9348,0.078101,0,0.9915330762448079,,,
2022-03,328.26,1,sneakers_yeezy,sneakers,27.5,0.0,0.0,0.8584,0.040224,0,0.7756799546303079,-0.01679167368953305,,
2022-04,302.17,1,sneakers_yeezy,sneakers,58.0,0.0,0.0,0.843,0.047921,0,0.8262783702488379,-0.29659073863758123,-0.01679167368953305,
2022-05,300.0,1,sneakers_yeezy,sneakers,32.2,0.0,0.0,0.2899,0.027802,0,0.9672946917016864,-0.07947968074087608,-0.29659073863758123,-0.01679167368953305
2022-06,289.86,1,sneakers_yeezy,sneakers,30.2,0.0,0.0,1.0372,0.012914,0,0.9748326849993834,-0.007181387960419672,-0.07947968074087608,-0.29659073863758123
2022-07,305.8,1,sneakers_yeezy,sneakers,26.8,0.0,0.0,0.4769,-0.01624,1,1.024272603443271,-0.03379999999999994,-0.007181387960419672,-0.07947968074087608
2022-08,318.12,1,sneakers_yeezy,sneakers,27.8,0.0,0.0,0.8512,0.004376,1,1.0444089386942152,0.05499206513489274,-0.03379999999999994,-0.007181387960419672
